title,belongs_to_collection,budget,genre1,genre2,genre3,genre4,genre5,runtime,director_name,num_critic_for_reviews,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,language,country,actor_2_facebook_likes,imdb_score,movie_facebook_likes
The Amazing Spider-Man 2,"{'id': 125574, 'name': 'The Amazing Spider-Man Collection', 'poster_path': '/moNJa86FgDYy8SWeDym2gnsLLMa.jpg', 'backdrop_path': '/aLrNTcLN2kDu9jAJ4tS5haiWGc6.jpg'}",200000000,Action,Adventure,Fantasy,,,142,Marc Webb,495,464,825,Andrew Garfield,15000,Emma Stone,321227,28631,B.J. Novak,0,costumed hero|death of girlfriend|masked vigilante|returning character killed off|teenager,English,USA,10000,6.7,41000
The American,NA,20000000,Crime,Drama,Thriller,,,104,Anton Corbijn,333,210,101,Thekla Reuten,978,Violante Placido,79461,1454,Filippo Timi,1,ambush|assassin|priest|prostitute|sweden,English,USA,191,6.3,10000
The American President,NA,62000000,Comedy,Drama,Romance,,,106,Rob Reiner,75,0,452,Samantha Mathis,524,Shawna Waldron,43027,2668,Wendie Malick,0,lobbyist|president|senator|state dinner|widower,English,USA,517,6.8,0
The Amityville Horror,"{'id': 397842, 'name': 'The Amityville Horror Collection', 'poster_path': '/8uCu7d43IHPwFfNS2qCyVuRP1cP.jpg', 'backdrop_path': '/kPfuozrsE7pmFFolkR0xFicZDJT.jpg'}",0,Drama,Horror,Thriller,,,117,Andrew Douglas,220,15,16000,Chloë Grace Moretz,87000,Jimmy Bennett,80903,120797,Ryan Reynolds,0,ghost|haunted house|murder|nightmare|priest,English,USA,17000,6,0
The Amityville Horror,"{'id': 397842, 'name': 'The Amityville Horror Collection', 'poster_path': '/8uCu7d43IHPwFfNS2qCyVuRP1cP.jpg', 'backdrop_path': '/kPfuozrsE7pmFFolkR0xFicZDJT.jpg'}",19000000,Horror,Thriller,Drama,,,90,Andrew Douglas,220,15,16000,Chloë Grace Moretz,87000,Jimmy Bennett,80903,120797,Ryan Reynolds,0,ghost|haunted house|murder|nightmare|priest,English,USA,17000,6,0
The Andromeda Strain,NA,6500000,Science Fiction,Thriller,,,,131,Robert Wise,57,338,45,Paula Kelly,116,David Wayne,25857,394,Eric Christmas,0,alien|baby|new mexico|satellite|scientist,English,USA,112,7.2,0
The Angry Birds Movie,NA,73000000,Family,Animation,,,,97,Clay Kaytis,141,6,415,Josh Gad,22000,Peter Dinklage,27130,24350,Keegan-Michael Key,0,butt|downward duck|fish|kingfisher|pig,English,USA,1000,6.3,14000
The Animal,NA,22000000,Action,Comedy,,,,84,Luke Greenfield,75,42,182,Michael Papajohn,436,Louis Lombardi,47383,1203,Colleen Haskell,1,camera focus on a female butt|cartoon on tv|forest|hairy buttocks|seal the animal,English,USA,241,4.8,1000
The Ant Bully,NA,50000000,Fantasy,Adventure,Animation,Comedy,Family,88,John A. Davis,105,8,8000,Meryl Streep,12000,Nicolas Cage,30055,33822,Julia Roberts,1,ant|miniaturization|punishment|shrinking|sudden change in size,English,USA,11000,5.9,593
The Apartment,NA,3000000,Comedy,Drama,Romance,,,125,Billy Wilder,183,0,180,Ray Walston,516,Fred MacMurray,109335,1328,David White,2,apartment|elevator|elevator girl|love|mistress,English,USA,417,8.3,0
The Apostle,NA,5000000,Drama,,,,,134,Robert Duvall,95,3000,77,Todd Allen,205,John Beasley,11622,428,June Carter Cash,1,church|louisiana|minister|preacher|texas,English,USA,130,7.2,1000
The Apparition,NA,17000000,Horror,Thriller,,,,82,Todd Lincoln,145,57,62,Rick Gomez,465,Julianna Guill,16268,730,Tim Williams,1,e mail|evil spirit|experiment|fear|supernatural,English,USA,152,4.1,0
The Art of Getting By,NA,0,Drama,Romance,,,,83,Gavin Wiesen,122,19,322,Blair Underwood,947,Michael Angarano,45293,2353,Rita Wilson,1,art teacher|artist|high school|homework|principal,English,USA,685,6.6,0
The Art of War,"{'id': 25410, 'name': 'The Art of War Collection', 'poster_path': '/8VJpn8DZwZvKnyA3HBfQfjGKupG.jpg', 'backdrop_path': '/9G3CBEg7QlQ9MQcNgA5IwcghNYO.jpg'}",40000000,Crime,Action,Adventure,,,117,Christian Duguay,110,18,249,Cary-Hiroyuki Tagawa,2000,Michael Biehn,25346,3753,Anne Archer,0,blood splatter|fbi|murder|secretary general|united nations,English,USA,1000,5.7,470
The Artist,NA,15000000,Drama,Comedy,Romance,,,100,Michel Hazanavicius,576,405,628,Ed Lauter,996,Bérénice Bejo,190030,4606,Beth Grant,0,1920s|jack russell terrier|modern silent movie|movie star|movie studio,English,France,897,8,30000
The Assassin,NA,15000000,Action,Drama,History,,,105,Hsiao-Hsien Hou,205,141,56,Chen Chang,1000,Qi Shu,9427,1172,Satoshi Tsumabuki,1,black magic|china|love|refusal to kill|wuxia,Mandarin,Taiwan,103,6.4,0
The Assassination of Jesse James by the Coward Robert Ford,NA,30000000,Action,Drama,Western,,,160,Andrew Dominik,273,181,820,Jeremy Renner,11000,Brad Pitt,136104,22516,Sam Shepard,0,long title|outlaw|robbery|train|train robbery,English,USA,10000,7.5,0
The Astronaut's Wife,NA,75000000,Drama,Science Fiction,Thriller,,,109,Rand Ravich,107,7,1000,Charlize Theron,40000,Johnny Depp,45497,52621,Clea DuVall,0,astronaut|electrocuted in bathtub|mission|pilot|sister,English,USA,9000,5.3,1000
The Astronaut's Wife,NA,75000000,Drama,Science Fiction,Thriller,,,109,Rand Ravich,107,7,1000,Charlize Theron,40000,Johnny Depp,45500,52621,Clea DuVall,0,astronaut|electrocuted in bathtub|mission|pilot|sister,English,USA,9000,5.3,1000
The Astronaut Farmer,NA,13000000,Adventure,Comedy,Drama,Science Fiction,,104,Michael Polish,113,35,844,Virginia Madsen,24000,J.K. Simmons,19707,27806,Bruce Dern,0,bank|fbi|fuel|rocket|space travel,English,USA,912,6.3,862
The Avengers,"{'id': 86311, 'name': 'The Avengers Collection', 'poster_path': '/qJawKUQcIBha507UahUlX0keOT7.jpg', 'backdrop_path': '/zuW6fOiusv4X9nnW3paHGfXcSll.jpg'}",220000000,Science Fiction,Action,Adventure,,,143,Joss Whedon,703,0,19000,Robert Downey Jr.,26000,Chris Hemsworth,995415,87697,Scarlett Johansson,3,alien invasion|assassin|battle|iron man|soldier,English,USA,21000,8.1,123000
The Avengers,"{'id': 86311, 'name': 'The Avengers Collection', 'poster_path': '/qJawKUQcIBha507UahUlX0keOT7.jpg', 'backdrop_path': '/zuW6fOiusv4X9nnW3paHGfXcSll.jpg'}",220000000,Science Fiction,Action,Adventure,,,143,Joss Whedon,703,0,19000,Robert Downey Jr.,26000,Chris Hemsworth,995415,87697,Scarlett Johansson,3,alien invasion|assassin|battle|iron man|soldier,English,USA,21000,8.1,123000
The Avengers,NA,60000000,Thriller,,,,,89,Joss Whedon,703,0,19000,Robert Downey Jr.,26000,Chris Hemsworth,995415,87697,Scarlett Johansson,3,alien invasion|assassin|battle|iron man|soldier,English,USA,21000,8.1,123000
The Avengers,NA,60000000,Thriller,,,,,89,Joss Whedon,703,0,19000,Robert Downey Jr.,26000,Chris Hemsworth,995415,87697,Scarlett Johansson,3,alien invasion|assassin|battle|iron man|soldier,English,USA,21000,8.1,123000
The Aviator,NA,0,Drama,Adventure,Romance,,,96,Martin Scorsese,267,17000,827,Adam Scott,29000,Leonardo DiCaprio,264318,34582,Frances Conroy,0,1920s|aviation|fight|spruce goose|test flight,English,USA,3000,7.5,0
The Aviator,NA,116000000,Drama,,,,,170,Martin Scorsese,267,17000,827,Adam Scott,29000,Leonardo DiCaprio,264318,34582,Frances Conroy,0,1920s|aviation|fight|spruce goose|test flight,English,USA,3000,7.5,0
The Awakening,NA,4798235,Horror,Thriller,,,,107,Nick Murphy,195,58,537,Imelda Staunton,874,Isaac Hempstead Wright,46347,2363,Joseph Mawle,1,boarding school|boy|british horror|ghost|school,English,UK,579,6.5,10000
The Baader Meinhof Complex,NA,27000000,Action,Crime,Drama,History,Thriller,150,Uli Edel,160,34,155,Alexandra Maria Lara,486,Moritz Bleibtreu,29602,1601,Martina Gedeck,2,bonn germany|failed kidnapping|handcuffs|projectile|terrorist,German,Germany,471,7.4,0
The Bachelor,NA,480000,Comedy,Romance,,,,110,NA,5,NA,NA,NA,98,Chris Harrison,4398,98,NA,0,bachelor|seeking love|single guy|tv host|women rivals for man,English,USA,NA,2.9,141
The Bachelor,NA,51000000,Comedy,,,,,101,NA,5,NA,NA,NA,98,Chris Harrison,4398,98,NA,0,bachelor|seeking love|single guy|tv host|women rivals for man,English,USA,NA,2.9,141
The Bad News Bears,"{'id': 215326, 'name': 'The Bad New Bears Collection', 'poster_path': '/eIBn3yxhjF62qyc5NyaVpaHSuUE.jpg', 'backdrop_path': None}",35000000,Comedy,Family,,,,102,Michael Ritchie,40,23,57,Vic Morrow,288,Tatum O'Neal,16323,677,Joyce Van Patten,1,baseball|california|coach|little league|swimming pool,English,USA,257,7.3,0
The Ballad of Cable Hogue,NA,3716946,Action,Comedy,Western,,,121,Sam Peckinpah,31,541,242,Jason Robards,575,Slim Pickens,6350,1970,L.Q. Jones,2,desert|partner|prostitute|stagecoach|water,English,USA,372,7.3,357
The Ballad of Jack and Rose,NA,1500000,Drama,,,,,111,Rebecca Miller,75,58,42,Susanna Thompson,552,Beau Bridges,9408,859,Ryan McDonald,1,commune|defecation|environmentalism|fellatio|island,English,USA,265,6.7,608
The Banger Sisters,NA,10000000,Comedy,Drama,,,,98,Bob Dolman,92,7,73,Eva Amurri Martino,931,Erika Christensen,12388,1917,Sal Lopez,2,bartender|groupie|lawyer|road trip|writer,English,USA,797,5.6,744
The Bank Job,NA,20000000,Thriller,Crime,Drama,,,112,Roger Donaldson,222,79,287,Saffron Burrows,26000,Jason Statham,152247,27755,Daniel Mays,0,chase|heist|london england|mobster|safe deposit,English,UK,811,7.3,0
The Barbarian Invasions,NA,8000000,Comedy,Crime,Drama,,,99,Denys Arcand,135,66,21,Stéphane Rousseau,150,Marie-Josée Croze,24921,253,Marina Hands,2,cancer|dying|friend|money|socialist,French,Canada,28,7.7,0
The Battle of Shaker Heights,NA,1000000,Comedy,Drama,Romance,,,79,Efram Potelle,29,2,551,Elden Henson,855,Shiri Appleby,3806,2489,Kathleen Quinlan,2,bully comeuppance|high school|painter|reference to led zeppelin|wetting pants,English,USA,577,6.1,150
The Beach,NA,40000000,Drama,Adventure,Romance,Thriller,,119,Danny Boyle,118,0,39,Virginie Ledoyen,29000,Leonardo DiCaprio,176169,29461,Peter Youngblood Hills,0,love|map|paradise|thailand|travel,English,USA,414,6.6,0
"The Beast from 20,000 Fathoms",NA,210000,Adventure,Horror,Science Fiction,,,80,Eugène Lourié,67,7,21,Cecil Kellaway,57,Kenneth Tobey,4812,205,Ross Elliott,0,arctic|beast|dinosaur|monster|rhedosaurus,English,USA,40,6.7,465
The Beastmaster,"{'id': 106000, 'name': 'Beastmaster Collection', 'poster_path': '/h2WbsEqvWpe3KvT2ArxS1ARSRDl.jpg', 'backdrop_path': '/AeXUmULuf1GFw2YyVbwpxTsTXH.jpg'}",0,Action,Fantasy,,,,118,Don Coscarelli,44,152,826,John Amos,21000,Vanna Bonta,15345,23714,Rip Torn,0,breasts|critically acclaimed|female frontal nudity|psychotronic film|sword and sorcery,English,USA,982,6.2,0
The Beaver,NA,21000000,Drama,,,,,91,Jodie Foster,276,0,220,Cherry Jones,34000,Jennifer Lawrence,39764,34705,Riley Thomas Stewart,0,beaver puppet|depression|dysfunctional family|puppet|speech,English,USA,242,6.7,17000
The Believer,NA,1500000,Drama,,,,,98,Henry Bean,84,21,76,Theresa Russell,33000,Ryan Gosling,30314,33441,Summer Phoenix,0,jew|jewish nazi|nazism|racism|skinhead,English,USA,243,7.2,0
The Best Exotic Marigold Hotel,"{'id': 306937, 'name': 'Best Exotic Marigold Hotel Collection', 'poster_path': '/8pMHYwfR8K2xR19RilAuVCyEBT.jpg', 'backdrop_path': '/6rJSC6vA9tfEnAh4RN9ne6cInQL.jpg'}",10000000,Drama,Comedy,,,,124,John Madden,264,108,186,Penelope Wilton,1000,Tom Wilkinson,75306,1898,Celia Imrie,3,hotel|india|marigold|retiree|retirement,English,UK,400,7.3,48000
The Best Little Whorehouse in Texas,NA,35000000,Comedy,,,,,114,Colin Higgins,11,19,842,Barry Corbin,1000,Dolly Parton,7748,3688,Dom DeLuise,2,chicken|governor|locker room|sheriff|texas,English,USA,883,5.8,0
The Best Man,"{'id': 243598, 'name': 'The Best Man Collection', 'poster_path': '/8bFCMCJ6rlOzkgVFk3v54Mmkbs9.jpg', 'backdrop_path': None}",9000000,Drama,Comedy,,,,120,Malcolm D. Lee,32,92,862,Sanaa Lathan,1000,Harold Perrineau,6525,5420,Jarrod Bunch,6,african american|bachelor party|brooklyn bridge|family relationships|stripper,English,USA,886,6.7,0
The Best Man Holiday,"{'id': 243598, 'name': 'The Best Man Collection', 'poster_path': '/8bFCMCJ6rlOzkgVFk3v54Mmkbs9.jpg', 'backdrop_path': None}",17000000,Comedy,,,,,123,Malcolm D. Lee,56,92,849,Sanaa Lathan,1000,Harold Perrineau,11600,5306,Eddie Cibrian,5,childbirth|christmas|gay slur|infidelity|punched in the nose,English,USA,886,6.7,7000
The Best of Me,NA,26000000,Drama,Romance,,,,117,Michael Hoffman,85,97,437,Gerald McRaney,775,Luke Bracey,43084,3197,Clarke Peters,0,adultery|based on novel|heart transplant|infidelity|protective male,English,USA,523,6.7,19000
The Best Offer,NA,13500000,Drama,Romance,Crime,Mystery,,124,Giuseppe Tornatore,124,911,232,Sean Buchanan,5000,Jim Sturgess,69676,5954,Liya Kebede,2,antique|art|heiress|older man younger woman relationship|plot twist,English,Italy,234,7.8,31000
The Best Years of Our Lives,NA,2100000,Drama,History,Romance,,,172,William Wyler,97,355,188,Teresa Wright,749,Myrna Loy,40359,1941,Dana Andrews,5,love|pity|readjusting to civilian life|veteran|world war two veteran,English,USA,208,8.1,0
The Betrayed,NA,3500000,Crime,Drama,Mystery,Thriller,,98,Amanda Gusack,15,0,31,Christian Campbell,368,Alice Krige,1634,668,Blaine Anderson,0,blood splatter|ski mask|stolen money|vomiting|warehouse,English,USA,168,6.1,127
The BFG,NA,140000000,Adventure,Family,Fantasy,,,120,Steven Spielberg,252,14000,358,Penelope Wilton,535,Mark Rylance,12572,1950,Rafe Spall,0,cannibal|evil brother|giant|london england|queen,English,UK,400,6.8,27000
The Big Bounce,NA,50000000,Comedy,Crime,,,,88,George Armitage,75,5,338,Andrew Wilson,11000,Morgan Freeman,15880,11972,Willie Nelson,5,breasts|consensual sex|female nudity|judge|surfer,English,USA,387,4.9,288
The Big Hit,NA,13000000,Action,Adventure,Comedy,Thriller,,91,Kirk Wong,57,6,459,Elliott Gould,904,Bokeem Woodbine,24834,3353,Antonio Sabato Jr.,5,hitman|kidnapping|kosher|vhs|video store,English,USA,471,6.1,934
The Big Lebowski,NA,15000000,Comedy,Crime,,,,117,Joel Coen,249,0,12000,Jeff Bridges,22000,Philip Seymour Hoffman,537419,47728,Steve Buscemi,1,death|drug|nihilism|rug|white russian,English,USA,12000,8.2,35000
The Big Parade,NA,245000,Drama,Romance,War,,,151,King Vidor,48,54,6,Renée Adorée,81,John Gilbert,4849,108,Claire Adams,0,chewing gum|climbing a tree|france|translation problems|world war one,NA,USA,12,8.3,226
The Big Short,NA,28000000,Comedy,Drama,,,,130,Adam McKay,426,285,767,Christian Bale,33000,Ryan Gosling,182983,57308,Charlie Talbert,4,bank|banking|finance|fraud|mortgage,English,USA,23000,7.8,99000
The Big Wedding,NA,35000000,Comedy,,,,,90,Justin Zackham,133,16,2000,Robert De Niro,49000,Robin Williams,37493,74181,Topher Grace,8,adoption|divorce|family relationships|farce|wedding,English,USA,22000,5.6,0
The Big Year,NA,41000000,Comedy,,,,,100,David Frankel,108,64,296,Kevin Pollak,734,Joel McHale,34809,2085,JoBeth Williams,0,alaska|birding|competition|migration|storm,English,USA,574,6.2,11000
The Birth of a Nation,NA,8500000,Drama,,,,,120,Nate Parker,21,664,400,Nate Parker,990,Jason Stuart,1197,3525,Aunjanue Ellis,1,NA,English,USA,664,5.4,0
The Birth of a Nation,NA,100000,Drama,History,War,,,193,Nate Parker,21,664,400,Nate Parker,990,Jason Stuart,1197,3525,Aunjanue Ellis,1,NA,English,USA,664,5.4,0
The Black Dahlia,NA,50000000,Drama,,,,,121,Brian De Palma,240,0,854,Mia Kirshner,19000,Scarlett Johansson,63363,22833,Mike Starr,0,black dahlia|boxer|corpse|death|partner,English,Germany,972,5.6,0
The Black Hole,NA,800000,Thriller,Science Fiction,,,,111,Gary Nelson,90,20,160,Maximilian Schell,889,Robert Forster,18481,2110,Yvette Mimieux,0,black hole|escape|palomino|robot|scientist,English,USA,877,5.9,4000
The Black Hole,NA,3500000,Science Fiction,Thriller,TV Movie,,,90,Gary Nelson,90,20,160,Maximilian Schell,889,Robert Forster,18481,2110,Yvette Mimieux,0,black hole|escape|palomino|robot|scientist,English,USA,877,5.9,4000
The Black Hole,NA,20000000,Adventure,Family,Science Fiction,Action,,98,Gary Nelson,90,20,160,Maximilian Schell,889,Robert Forster,18481,2110,Yvette Mimieux,0,black hole|escape|palomino|robot|scientist,English,USA,877,5.9,4000
The Black Stallion,"{'id': 405393, 'name': 'The Black Stallion Collection', 'poster_path': '/1B4F7R10v5JL9Qplqttl5h9LVEe.jpg', 'backdrop_path': '/iyWB8vLTJQemdLahc82NRR7jb86.jpg'}",2700000,Adventure,Family,,,,118,Carroll Ballard,33,19,48,Kelly Reno,481,Teri Garr,8856,681,Hoyt Axton,0,black horse|boy horse relationship|horse|rescued by a horse|training,English,USA,81,7.4,0
The Blair Witch Project,"{'id': 64750, 'name': 'Blair Witch Collection', 'poster_path': '/qDQuKJZYLHrs1Ej64tYYFooFxc1.jpg', 'backdrop_path': '/e5GwLq0zBer3SuSJZodcNROnT6Z.jpg'}",60000,Horror,Mystery,,,,81,Daniel Myrick,360,19,39,Joshua Leonard,170,Heather Donahue,186786,399,Michael C. Williams,0,found footage|looking at the camera|lost in the woods|maryland|screaming in horror,English,USA,170,6.4,0
The Blind Side,NA,29000000,Drama,,,,,129,John Lee Hancock,261,102,624,Quinton Aaron,768,Catherine Dyer,223127,3389,Kim Dickens,0,american football|based on true story|football star|high school football|left tackle,English,USA,734,7.7,38000
The Blood of Heroes,NA,0,Action,Adventure,Science Fiction,,,100,David Webb Peoples,21,73,26,Joan Chen,848,Delroy Lindo,4792,1526,Anna Katarina,2,battle|blood splatter|combat|game|showdown,English,Australia,643,6.5,999
The Blue Lagoon,"{'id': 59586, 'name': 'The Blue Lagoon collection', 'poster_path': '/A4U11Zhp5KjiKOrghNlqNlmrbhw.jpg', 'backdrop_path': '/m8LAOuIhlCBr6dWdtVF2C2ioMrc.jpg'}",4500000,Romance,Adventure,Drama,,,104,Randal Kleiser,36,116,83,Christopher Atkins,1000,Brooke Shields,50125,1662,Leo McKern,0,coming of age|island|poison|teenage boy|teenage girl,English,USA,511,5.7,0
The Blues Brothers,"{'id': 112636, 'name': 'The Blues Brothers Collection', 'poster_path': '/pQf9LzCokihzlLmgQlPG7yBpZ1o.jpg', 'backdrop_path': '/i4Jai1IlkbOWd8eNFM0S1lupyLt.jpg'}",27000000,Music,Comedy,Action,Crime,,133,John Landis,125,644,326,Aretha Franklin,1000,John Belushi,142448,2566,Ray Charles,1,band|catholic|money|parolee|prison,English,USA,809,7.9,14000
The Bodyguard,NA,25000000,Thriller,Action,Drama,Music,Romance,129,Mick Jackson,48,81,164,Mike Starr,970,Bill Cobbs,89972,2551,DeVaughn Nixon,0,bodyguard|manager|pop singer|secret service agent|singer,English,USA,854,6.1,0
The Bone Collector,NA,73000000,Drama,Mystery,Thriller,Crime,,118,Phillip Noyce,75,176,308,Angelina Jolie Pitt,18000,Denzel Washington,120202,29748,Leland Orser,2,new york city|police|quadriplegic|serial killer|suicide,English,USA,11000,6.7,0
The Book of Eli,NA,80000000,Action,Thriller,Science Fiction,,,118,Albert Hughes,325,117,10000,Mila Kunis,18000,Denzel Washington,227072,44797,Gary Oldman,0,blind|book|long take|post apocalypse|water,English,USA,15000,6.9,20000
The Book of Life,NA,50000000,Romance,Animation,Adventure,Comedy,Family,95,Jorge R. Gutiérrez,156,34,679,Hector Elizondo,17000,Channing Tatum,45580,19513,Ana de la Reguera,1,afterlife|bullfight|bullfighting|love triangle|mexico,English,USA,995,7.3,18000
"The Book of Mormon Movie, Volume 1: The Journey",NA,2000000,,,,,,120,Gary Rogers,7,0,40,Kirby Heyborne,178,Noah Danby,397,359,Bruce Newbold,1,jerusalem|journey|promised land|ship|wilderness,English,USA,69,3.3,32
The Book Thief,NA,0,Drama,,,,,131,Brian Percival,252,33,326,Sophie Nélisse,876,Emily Watson,98741,1985,Roger Allam,1,basement|book|girl|library|track,English,USA,526,7.6,53000
The Boondock Saints,"{'id': 87186, 'name': 'The Boondock Saints Collection', 'poster_path': '/u4hp2I1DgWw2ZnkX2VTZDixGP87.jpg', 'backdrop_path': '/kdxXEiS3sDB7pvQapiqiTRbwkKr.jpg'}",6000000,Action,Thriller,Crime,,,108,Troy Duffy,100,78,184,David Della Rocco,12000,Norman Reedus,197845,12680,Bob Marley,2,fbi|fbi agent|friend|irish|mafia,English,Canada,333,7.9,16000
The Boondock Saints II: All Saints Day,"{'id': 87186, 'name': 'The Boondock Saints Collection', 'poster_path': '/u4hp2I1DgWw2ZnkX2VTZDixGP87.jpg', 'backdrop_path': '/kdxXEiS3sDB7pvQapiqiTRbwkKr.jpg'}",8000000,Action,Thriller,Crime,,,118,Troy Duffy,91,78,968,Julie Benz,12000,Norman Reedus,53251,17524,Clifton Collins Jr.,0,final showdown|ireland|justice|priest|sheep,English,USA,3000,6.3,0
The Border,NA,22000000,Drama,Crime,,,,108,NA,1,NA,2,Marian Dziedziel,70,Jacek Koman,271,74,Jaroslaw Boberek,4,NA,Polish,Poland,2,7.4,64
The Border,NA,2691570,Drama,History,,,,114,NA,1,NA,2,Marian Dziedziel,70,Jacek Koman,271,74,Jaroslaw Boberek,4,NA,Polish,Poland,2,7.4,64
The Borrowers,NA,29000000,Adventure,Fantasy,Action,Comedy,Family,86,Peter Hewitt,42,12,373,Bradley Pierce,1000,Jim Broadbent,16222,2056,Mark Williams,0,child's point of view|house|lawyer|real estate|washing machine,English,UK,409,5.8,0
The Boss,NA,29000000,Comedy,,,,,91,Ben Falcone,154,265,265,Tyler Labine,22000,Peter Dinklage,16984,23562,Ben Falcone,1,business|girl scouts|orphanage|overweight woman|quitting a job,English,USA,779,5.3,0
The Bounty,NA,25000000,Action,Drama,History,,,132,Roger Donaldson,29,79,1000,Anthony Hopkins,14000,Liam Neeson,17982,28094,Laurence Olivier,2,lieutenant|lifeboat|mutiny|sailing ship|ship,English,UK,12000,7,1000
The Bounty Hunter,NA,40000000,Action,,,,,110,Andy Tennant,161,72,789,Dorian Missick,18000,Gerard Butler,96565,21554,Peter Greene,1,bounty hunter|death|murder|police officer|reporter,English,USA,1000,5.5,0
The Bourne Identity,"{'id': 31562, 'name': 'The Bourne Collection', 'poster_path': '/lTfOZ25PhQkmGb5NHmaFnwB7b13.jpg', 'backdrop_path': '/vA5xMglyZv7yzDTj1qUTU4OvelV.jpg'}",60000000,Action,Drama,Mystery,Thriller,,119,Doug Liman,249,218,73,Josh Hamilton,13000,Matt Damon,407601,13249,Nicky Naudé,1,amnesia|assassin|money|political thriller|three word title,English,USA,147,7.9,0
The Bourne Legacy,"{'id': 31562, 'name': 'The Bourne Collection', 'poster_path': '/lTfOZ25PhQkmGb5NHmaFnwB7b13.jpg', 'backdrop_path': '/vA5xMglyZv7yzDTj1qUTU4OvelV.jpg'}",130000000,Action,Thriller,,,,120,Tony Gilroy,436,209,602,Scott Glenn,10000,Jeremy Renner,229823,12175,Stacy Keach,0,assassin|cia|drone|pill|wolf,English,USA,826,6.7,31000
The Bourne Supremacy,"{'id': 31562, 'name': 'The Bourne Collection', 'poster_path': '/lTfOZ25PhQkmGb5NHmaFnwB7b13.jpg', 'backdrop_path': '/vA5xMglyZv7yzDTj1qUTU4OvelV.jpg'}",75000000,Action,Drama,Thriller,,,108,Paul Greengrass,239,521,129,Joan Allen,13000,Matt Damon,348232,14161,Oksana Akinshina,1,assassin|car chase|cia|hidden truth|one against many,English,USA,805,7.8,0
The Bourne Ultimatum,"{'id': 31562, 'name': 'The Bourne Collection', 'poster_path': '/lTfOZ25PhQkmGb5NHmaFnwB7b13.jpg', 'backdrop_path': '/vA5xMglyZv7yzDTj1qUTU4OvelV.jpg'}",70000000,Action,Drama,Mystery,Thriller,,115,Paul Greengrass,329,521,883,Edgar Ramírez,13000,Matt Damon,491077,17369,Albert Finney,0,action hero|cia|dark past|flashback|memory,English,USA,897,8.1,0
The Box,NA,30000000,Thriller,Science Fiction,,,,115,Richard Kelly,287,219,258,Gillian Jacobs,902,Frank Langella,76303,2466,Celia Weston,1,alien|library|moral dilemma|nosebleed|supernatural power,English,USA,837,5.6,0
The Boxtrolls,NA,60000000,Animation,Comedy,Family,Fantasy,,97,Graham Annable,219,7,642,Dee Bradley Baker,874,Isaac Hempstead Wright,40883,3151,Tracy Morgan,3,chase|puppet animation|red hat|stop motion animation|troll,English,USA,668,6.8,11000
The Boy,NA,10000000,Horror,Mystery,Thriller,,,97,William Brent Bell,159,19,130,Rupert Evans,4000,Lauren Cohan,35654,4687,Stephanie Lemelin,0,animate doll|doll|england|nanny|surprise ending,English,USA,334,6,20000
The Boy Next Door,NA,4000000,Thriller,,,,,91,Rob Cohen,149,357,326,Hill Harper,3000,Ryan Guzman,27198,4807,Adam Hicks,1,adultery|argument|older woman younger man relationship|oral sex|sex scene,English,USA,465,4.6,8000
The Brain That Wouldn't Die,NA,62000,Horror,Science Fiction,,,,82,Joseph Green,95,2,6,Jason Evers,24,Virginia Leith,4752,52,Bruce Kerr,1,brain|fiance|laboratory|surgeon|surgery,English,USA,16,4.1,1000
The Brave Little Toaster,"{'id': 141282, 'name': 'The Brave Little Toaster Collection', 'poster_path': '/3WtTqeBFZvbG1ZUy5y9GXD7DEqG.jpg', 'backdrop_path': None}",2000000,Fantasy,Adventure,Animation,Comedy,Family,90,Jerry Rees,17,115,385,Phil Hartman,11000,Jon Lovitz,19650,12359,Mindy Sterling,0,journey|obsolescence|radio|toaster|vacuum cleaner,English,USA,516,7.3,0
The Break-Up,NA,52000000,Romance,Comedy,,,,106,Peyton Reed,183,235,931,John Michael Higgins,4000,Jon Favreau,102167,8315,Ann-Margret,1,art|break up|football video game|kitchen|talking to one's self in a mirror,English,USA,957,5.8,0
The Bridge on the River Kwai,NA,3000000,Drama,History,War,,,161,David Lean,122,767,87,Sessue Hayakawa,682,William Holden,149444,1035,Jack Hawkins,2,allies|bridge|construction|jungle|sabotage,English,UK,119,8.2,0
The Bridges of Madison County,NA,24000000,Drama,Romance,,,,135,Clint Eastwood,69,16000,86,Meryl Streep,16000,Clint Eastwood,54631,27237,Debra Monk,0,1960s|bridge|housewife|love|photographer,English,USA,11000,7.5,0
The Broadway Melody,NA,379000,Drama,Music,Romance,,,100,Harry Beaumont,36,4,4,Bessie Love,77,Anita Page,4546,109,Charles King,8,sibling rivalry|singer|sister act|whistling|wisecrack humor,English,USA,28,6.3,167
The Broken Hearts Club: A Romantic Comedy,NA,1000000,Comedy,Drama,Romance,,,94,Greg Berlanti,51,112,428,Nia Long,1000,Justin Theroux,6084,3085,Mary McCormack,1,friend|gay|lesbian|photographer|restaurant,English,USA,826,7,671
