title,belongs_to_collection,budget,genre1,genre2,genre3,genre4,genre5,popularity,production_companies_1,production_companies_2,month,day,year,release_date,revenue,runtime,director_name,num_critic_for_reviews,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,language,country,actor_2_facebook_likes,imdb_score,movie_facebook_likes
The Proposition,NA,2000000,Action,Adventure,Crime,Drama,Thriller,9.387212,Autonomous,United Kingdom Film Council,10,6,2005,10/6/2005,5048693,104,John Hillcoat,168,214,430,Noah Taylor,1000,Ray Winstone,43205,2129,Danny Huston,1,aborigine|foreboding|gang|hideout|outlaw,English,Australia,509,7.4,0
The Proposition,NA,147773,Drama,Romance,,,,2.57622,PolyGram Filmed Entertainment,Interscope Communications,3,26,1998,3/26/1998,0,110,John Hillcoat,168,214,430,Noah Taylor,1000,Ray Winstone,43205,2129,Danny Huston,1,aborigine|foreboding|gang|hideout|outlaw,English,Australia,509,7.4,0
The Protector,"{'id': 251970, 'name': 'The Protector Collection', 'poster_path': '/pa2IOz6zLpivXUnited KingdomaaiQn1kxfZW1.jpg', 'backdrop_path': '/wPN8ZJ2ykqpYQfIpere20Lp8XDp.jpg'}",6000000,Action,Crime,Drama,Thriller,,9.005167,The Weinstein Company,Sahamongkol Film International,8,11,2005,8/11/2005,27165581,108,Prachya Pinkaew,112,64,380,Nathan Jones,778,Jon Foo,30210,2205,Johnny Nguyen,0,die hard scenario|elephant|long take|police|sydney australia,Thai,Thailand,635,7.1,0
The Punisher,NA,33000000,Action,Crime,Drama,,,18.250919,Lions Gate Films,VIP 3 Medienfonds,4,15,2004,4/15/2004,54700105,124,Jonathan Hensleigh,192,36,336,Marco St. John,669,Laura Harring,124242,2114,Eddie Jemison,1,death|family reunion|fbi|fbi agent|vigilante,English,United States,403,6.5,4000
The Punisher,NA,9000000,Action,Thriller,,,,12.597613,New World Pictures,,10,5,1989,10/5/1989,0,89,Jonathan Hensleigh,192,36,336,Marco St. John,669,Laura Harring,124242,2114,Eddie Jemison,1,death|family reunion|fbi|fbi agent|vigilante,English,United States,403,6.5,4000
The Purge,"{'id': 256322, 'name': 'The Purge Collection', 'poster_path': '/nP3c8mTSxlis4vfg0UjlkK8LRG9.jpg', 'backdrop_path': '/quFWGOA4I5KCTsyDbvLh6PHNZwv.jpg'}",3000000,Science Fiction,Horror,Thriller,,,23.207663,Universal Pictures,Why Not Productions,5,31,2013,5/31/2013,89328627,86,James DeMonaco,361,65,535,Adelaide Kane,942,Rhys Wakefield,139329,3708,Chris Mulkey,0,class differences|killing spree|one night|suburb|violence,English,United States,810,5.7,31000
The Purge: Anarchy,"{'id': 256322, 'name': 'The Purge Collection', 'poster_path': '/nP3c8mTSxlis4vfg0UjlkK8LRG9.jpg', 'backdrop_path': '/quFWGOA4I5KCTsyDbvLh6PHNZwv.jpg'}",9000000,Horror,Thriller,,,,27.756026,Universal Pictures,Why Not Productions,7,17,2014,7/17/2014,108782847,104,James DeMonaco,285,65,908,Zach Gilford,2000,Noel Gugliemi,92364,6807,Roberta Valderrama,0,held at gunpoint|machete|masked man|sequel|violence,English,United States,971,6.5,15000
The Purge: Election Year,"{'id': 256322, 'name': 'The Purge Collection', 'poster_path': '/nP3c8mTSxlis4vfg0UjlkK8LRG9.jpg', 'backdrop_path': '/quFWGOA4I5KCTsyDbvLh6PHNZwv.jpg'}",10000000,Action,Horror,Thriller,,,13.1789,Universal Pictures,Why Not Productions,6,29,2016,6/29/2016,118587880,105,James DeMonaco,165,65,393,Joseph Julian Soria,798,Frank Grillo,17596,2480,Mykelti Williamson,1,cathedral|minister|presidential election|reference to george washington|ritual sacrifice,English,France,465,6.1,0
The Pursuit of Happyness,NA,55000000,Drama,,,,,20.981716,Columbia Pictures Corporation,Escape Artists,12,14,2006,12/14/2006,307077295,117,Gabriele Muccino,201,125,168,Kurt Fuller,10000,Will Smith,338383,11036,James Karen,0,bus|intern|internship|salesman|stockbroker,English,United States,617,8,32000
The Queen,NA,15000000,Drama,,,,,7.904371,BIM Distribuzione,Granada Film Productions,9,15,2006,9/15/2006,123384128,103,Stephen Frears,280,350,39,Sylvia Syms,326,Roger Allam,85333,486,Alex Jennings,0,monarchy|prime minister|princess diana|queen|speech,English,United Kingdom,48,7.3,0
The Quick and the Dead,NA,32000000,Action,Western,,,,7.54701,TriStar Pictures,,2,9,1995,2/9/1995,18552460,107,Sam Raimi,63,0,159,Pat Hingle,29000,Leonardo DiCaprio,69197,29743,Roberts Blossom,0,authority figure as villian|gun duel|saved from hanging|showdown|street shootout,English,Japan,165,6.4,0
The Quiet,NA,900000,Drama,Thriller,,,,4.997751,Destination Films,,9,12,2005,9/12/2005,381420,96,Jamie Babbit,65,91,659,David Gallagher,982,Katy Mixon,13485,3299,Edie Falco,0,deaf|death|dysfunctional family|godparent|secret,English,United States,796,6.4,698
The Quiet American,NA,30000000,Drama,Action,Thriller,Romance,,8.230447,Miramax Films,Intermedia Films,11,22,2002,11/22/2002,27674124,101,Phillip Noyce,149,176,83,Tzi Ma,3000,Brendan Fraser,24019,3431,Holmes Osborne,2,american|french|saigon|vietnam|vietnamese,English,United Kingdom,268,7.1,983
The Rage: Carrie 2,"{'id': 257053, 'name': 'Carrie Collection', 'poster_path': '/5atZnoMxfDtEJbc1XpdYJLRLsRT.jpg', 'backdrop_path': '/dq9R9yertBFLssefa5d43XApBr9.jpg'}",21000000,Horror,Thriller,Science Fiction,,,4.766591,United Artists,Red Bank Films,3,11,1999,3/11/1999,17762705,104,Katt Shea,85,52,484,Rachel Blanchard,711,Jason London,13065,3162,Eddie Kaye Thomas,1,high school|party|prom|suicide|teenage girl,English,United States,490,4.6,897
The Railway Man,NA,18000000,Drama,History,,,,6.099421,Archer Street Productions,Lionsgate,12,26,2013,12/26/2013,22309223,116,Jonathan Teplitzky,186,6,212,Colin Firth,25000,Jeremy Irvine,27882,39463,Sam Reid,2,japanese soldier|physical torture|pow camp|prisoner of war|reference to adolf hitler,English,Australia,14000,7.1,18000
The Rainmaker,NA,40000000,Drama,Crime,Thriller,,,6.683398,Paramount Pictures,Constellation Entertainment,11,18,1997,11/18/1997,45916769,135,Francis Ford Coppola,91,0,913,Dean Stockwell,13000,Matt Damon,46221,16762,Virginia Madsen,1,courtroom|domestic violence|insurance company|lawyer|underdog,English,United States,936,7.1,0
The Raven,NA,350000,Comedy,Fantasy,Horror,,,4.817514,Alta Vista Productions,,1,25,1963,1/25/1963,1499275,86,James McTeigue,265,160,427,Dave Legeno,771,Pam Ferris,72886,2356,Kevin McNally,1,mask|murder|newspaper|poem|serial killer,English,United States,570,6.4,35000
The Raven,NA,26000000,Crime,Thriller,Mystery,,,7.254242,Relativity Media,,3,9,2012,3/9/2012,29657751,111,James McTeigue,265,160,427,Dave Legeno,771,Pam Ferris,72886,2356,Kevin McNally,1,mask|murder|newspaper|poem|serial killer,English,United States,570,6.4,35000
The Reader,NA,32000000,Drama,Romance,,,,7.931732,Studio Babelsberg,Filmförderanstalt (FFA),12,10,2008,12/10/2008,113019290,124,Stephen Daldry,299,335,50,David Kross,14000,Kate Winslet,189812,14504,SUnited Statesnne Lothar,0,love|reading|teaching oneself to read|trial|war crime,English,United States,388,7.6,15000
The Reaping,NA,40000000,Thriller,Horror,,,,9.825841,Village Roadshow Pictures,Dark Castle Entertainment,4,5,2007,4/5/2007,62771059,99,Stephen Hopkins,190,81,135,Andrea Frankle,327,Stephen Rea,37412,960,William Ragsdale,0,biblical plague|louisiana|missionary|plague|small town,English,United States,253,5.7,0
The Red Violin,NA,18000000,Drama,Thriller,Mystery,Music,Romance,7.725843,Rhombus Media,Channel Four Films,9,10,1998,9/10/1998,9495408,131,François Girard,94,63,2,Clotilde Mollet,24,Johannes Silberschneider,26832,29,Carlo Cecchi,3,auction|montreal|secret|violin|violinist,French,Canada,3,7.7,0
The Relic,NA,60000000,Horror,Mystery,Thriller,,,7.699967,Paramount Pictures,Universal Pictures,1,10,1997,1/10/1997,33956608,110,Peter Hyams,95,0,308,Penelope Ann Miller,510,John Kapelos,19176,1976,Chi Muoi Lo,0,fire|helicopter|museum|police sergeant|relic,English,United Kingdom,344,5.7,956
The Remains of the Day,NA,11500000,Drama,Romance,,,,12.222576,Columbia Pictures,Merchant Ivory Productions,11,5,1993,11/5/1993,23237911,134,James Ivory,58,133,258,Peter Vaughan,12000,Anthony Hopkins,45703,12749,Ben Chaplin,1,butler|housekeeper|manor|servant|service,English,United Kingdom,310,7.9,0
The Replacement Killers,NA,30000000,Action,Drama,Crime,Thriller,,9.384887,Columbia Pictures Corporation,,2,6,1998,2/6/1998,19204929,87,Antoine Fuqua,105,845,488,Clifton Collins Jr.,978,Mira Sorvino,23345,3072,Patrick Kilpatrick,2,forger|hitman|passport|police|replacement,English,United States,968,6.1,629
The Return,NA,15000000,Drama,Horror,Thriller,,,9.338989,Rogue Pictures,Intrepid Pictures,11,10,2006,11/10/2006,11992014,85,Andrey Zvyagintsev,103,445,9,Vladimir Garin,20,Konstantin Lavronenko,31589,48,Nataliya Vdovina,0,boy|photograph|return|russian|wilderness,Russian,Russia,13,8,0
The Return of the Living Dead,"{'id': 101471, 'name': 'Return of the Living Dead Collection', 'poster_path': '/7ekXvck6C94gKbfH6WlKK2qqdVL.jpg', 'backdrop_path': '/sgOyuSHKowya0OJprUnited KingdomWUpXsZGq.jpg'}",4000000,Comedy,Horror,,,,6.258984,Hemdale Film Corporation,Fox Films Ltd.,5,15,1985,5/15/1985,14237000,91,Dan O'Bannon,203,228,358,Clu Gulager,431,Linnea Quigley,39856,2020,Beverly Randolph,0,crematorium|female frontal nudity|naked dead woman|paramedic|poison gas,English,United States,426,7.3,0
The Return of the Living Dead,"{'id': 101471, 'name': 'Return of the Living Dead Collection', 'poster_path': '/7ekXvck6C94gKbfH6WlKK2qqdVL.jpg', 'backdrop_path': '/sgOyuSHKowya0OJprUnited KingdomWUpXsZGq.jpg'}",4000000,Comedy,Horror,,,,6.258984,Hemdale Film Corporation,Fox Films Ltd.,5,15,1985,5/15/1985,14237000,91,Dan O'Bannon,203,228,358,Clu Gulager,431,Linnea Quigley,39857,2020,Beverly Randolph,0,crematorium|female frontal nudity|naked dead woman|paramedic|poison gas,English,United States,426,7.3,0
The Return of the Pink Panther,"{'id': 937, 'name': 'The Pink Panther (Original) Collection', 'poster_path': '/xu6gZ0zGUSR8SC2QLKFaUrX2niM.jpg', 'backdrop_path': '/6KE7AguGR3UqwUn5RkzkoBc3MLy.jpg'}",5000000,Mystery,Comedy,Crime,,,6.501177,United Artists,Jewel Productions,5,21,1975,5/21/1975,41833347,113,Blake Edwards,33,688,80,Herbert Lom,462,Burt KwoUnited Kingdom,19596,971,Catherine Schell,0,clouseau|diamond|panther|pink|pink panther,English,United Kingdom,278,7.1,620
The Revenant,NA,135000000,Western,Drama,Adventure,Thriller,,23.501228,Regency Enterprises,Appian Way,12,25,2015,12/25/2015,532950503,156,Alejandro G. Iñárritu,556,0,733,Tom Hardy,29000,Leonardo DiCaprio,406020,57108,LUnited Kingdomas Haas,0,bear attack|cauterizing a wound|native american|revenge|survival,English,United States,27000,8.1,190000
The Ridiculous 6,NA,60000000,Comedy,Western,,,,6.287086,Happy Madison Productions,,12,11,2015,12/11/2015,0,119,Frank Coraci,53,153,11000,Adam Sandler,12000,Taylor Lautner,27019,36167,Jon Lovitz,4,apache|bank robbery|baseball|half brothers|white raised as indian,English,United States,11000,4.9,0
The Right Stuff,NA,27000000,Drama,History,,,,14.902397,Warner Bros.,The Ladd Company,10,20,1983,10/20/1983,21500000,193,Philip Kaufman,80,133,820,Scott Glenn,2000,Dennis Quaid,45271,6341,Sam Shepard,0,astronaut|sound barrier|space program|u.s. air force|u.s. space program,English,United States,826,7.9,0
The Ring Two,"{'id': 14563, 'name': 'The Ring Collection', 'poster_path': '/500xj7l72BojMZ3tNBJY46tg5YJ.jpg', 'backdrop_path': '/jXlFymc442CEMB5h3d62GeJefnW.jpg'}",50000000,Drama,Horror,Thriller,,,16.15818,DreamWorks,BenderSpink,3,17,2005,3/17/2005,161451538,110,Hideo Nakata,196,62,874,Gary Cole,6000,Naomi Watts,71153,10163,Sissy Spacek,0,cartoon on tv|foreign language adaptation|second part|videotape|writer,English,United States,989,5.4,0
The Rise of the Krays,"{'id': 390774, 'name': 'The Krays Collection', 'poster_path': '/1JOwVE8Lahs1GhGGW5L0OW0ixZQ.jpg', 'backdrop_path': '/7pZlQf5SwzmPir8aCOUYcLZL1NT.jpg'}",2500000,Crime,,,,,2.126507,Carnaby International,Saracen Films,8,29,2015,8/29/2015,0,110,Zackary Adler,10,0,109,Kevin Leslie,490,Simon Merrells,1510,881,Kris Sommerville,0,NA,English,United Kingdom,159,5,0
The Rite,NA,37000000,Drama,Thriller,Horror,,,7.128117,New Line Cinema,Contrafilm,1,28,2011,1/28/2011,96047633,114,Mikael Håfström,267,101,2000,Colin O'Donoghue,12000,Anthony Hopkins,75864,19904,Toby Jones,1,demon|exorcism|exorcist|faith|seminary,English,United States,3000,6,23000
The River Wild,NA,45000000,Action,Adventure,Crime,Thriller,,10.511241,Universal Pictures,David Foster Productions,9,30,1994,9/30/1994,0,111,Curtis Hanson,42,161,132,Glenn Morshower,11000,Meryl Streep,32544,12161,William Lucking,1,criminal|rafting|river|robber|white water rafting,English,United States,894,6.3,0
The Road,NA,32000000,Adventure,Drama,,,,14.958098,2929 Productions,Dimension Films,11,25,2009,11/25/2009,27635305,111,John Hillcoat,355,214,3000,Charlize Theron,10000,Viggo Mortensen,177401,23566,Robert Duvall,2,apocalypse|boy|food|pistol|survival,English,United States,9000,7.3,32000
The Road to El Dorado,NA,95000000,Adventure,Animation,Comedy,Family,,8.755188,DreamWorks SKG,DreamWorks Animation,3,31,2000,3/31/2000,76432727,89,Bibo Bergeron,82,10,442,Rosie Perez,2000,Frank Welker,58300,3372,Elton John,1,adventurer|el dorado|gold|high priest|implied sex,English,United States,919,6.9,0
The Robe,"{'id': 366444, 'name': 'Demetrius Filmreihe', 'poster_path': None, 'backdrop_path': None}",4100000,Drama,,,,,3.826281,Twentieth Century Fox Film Corporation,,9,16,1953,9/16/1953,36000000,135,Henry Koster,42,28,275,Jean Simmons,726,Richard Burton,6359,1920,Victor Mature,1,box office hit|crucifixion|nightmare|palestine|robe,English,United States,422,6.8,0
The Rock,NA,75000000,Action,Adventure,Thriller,,,13.249824,Hollywood Pictures,Don Simpson/Jerry Bruckheimer Films,6,6,1996,6/6/1996,335062621,136,Michael Bay,122,0,904,Michael Biehn,12000,Nicolas Cage,259492,15999,Bokeem Woodbine,1,alcatraz|fbi|general|hostage|rocket,English,United States,2000,7.4,51000
The Rocker,NA,15000000,Comedy,Music,,,,9.469873,Fox Atomic,,8,20,2008,8/20/2008,8762890,102,Peter Cattaneo,132,11,1000,Bradley Cooper,15000,Emma Stone,32311,33153,Josh Gad,4,20 years later|drummer|hdtv|rock band|rock star,English,United States,14000,6.2,0
The Rocket: The Legend of Rocket Richard,NA,8000000,Drama,,,,,0.860734,,,10,25,2005,10/25/2005,2019009,124,Charles Binamé,20,2,23,Roy Dupuis,413,Stephen McHattie,4412,733,Julie LeBreton,0,fan|french canadian|hockey|hockey player|machinist,French,Canada,265,7.7,520
The Rookie,NA,10000000,Action,Crime,Drama,Thriller,,8.110591,Malpaso Productions,Warner Bros.,12,6,1990,12/6/1990,21633874,120,John Lee Hancock,92,102,1000,Jay Hernandez,2000,Dennis Quaid,26434,6657,Angus T. Jones,0,baseball|coach|high school|pitching|texas,English,United States,1000,7,0
The Rookie,NA,20000000,Drama,Family,,,,10.991137,Walt Disney Pictures,Gran Via Productions,3,25,2002,3/25/2002,75597042,127,John Lee Hancock,92,102,1000,Jay Hernandez,2000,Dennis Quaid,26434,6657,Angus T. Jones,0,baseball|coach|high school|pitching|texas,English,United States,1000,7,0
The Roommate,NA,16000000,Thriller,Drama,Horror,,,8.453293,Vertigo Entertainment,Screen Gems,2,4,2011,2/4/2011,40492759,91,Christian E. Christiansen,138,26,638,Danneel Ackles,3000,Leighton Meester,29147,5349,Frances Fisher,1,animal abuse(non graphic)|cat killer|college|dead cat|death of cat,English,United States,1000,4.8,0
The Rose,NA,9250000,Drama,Music,Romance,,,2.132964,Twentieth Century Fox Film Corporation,,11,7,1979,11/7/1979,29174648,125,Mark Rydell,32,43,122,Frederic Forrest,563,David Keith,6142,1097,Alan Bates,0,awol|demand|driver|drugs|roses,English,United States,236,6.9,1000
The Royal Tenenbaums,NA,21000000,Comedy,Drama,,,,9.707542,Touchstone Pictures,,10,5,2001,10/5/2001,71441250,110,Wes Anderson,220,0,327,Anjelica Huston,13000,Bill Murray,209133,14609,Seymour Cassel,1,brother brother relationship|family relationships|father daughter relationship|genius|thrown through a window,English,United States,1000,7.6,0
The Rugrats Movie,"{'id': 57129, 'name': 'Rugrats Collection', 'poster_path': '/zamw6yLqCFqAHG1HPSPOCws82Bb.jpg', 'backdrop_path': '/pFgV70FI1URDLFY3bllhPl6sC33.jpg'}",30000000,Animation,Family,,,,5.154373,Paramount Pictures,Nickelodeon Movies,11,20,1998,11/20/1998,100491683,79,Igor Kovalyov,45,5,368,Cree Summer,971,Elizabeth Daily,14005,3438,Christine Cavanaugh,0,baby|home|hospital|lost|newborn baby,English,United States,503,5.9,418
The Ruins,NA,8000000,Drama,Horror,,,,7.192452,Spyglass Entertainment,Pacific Film and Television Commission,4,2,2008,4/2/2008,0,91,Carter Smith,233,27,49,Jonathan Tucker,960,Laura Ramsey,60062,1749,Sergio Calderón,0,bow and arrow|group of friends|horse|rifle|ruins,English,United States,664,5.9,0
The Rules of Attraction,NA,4000000,Comedy,Drama,Romance,,,6.781935,Kingsgate Films,,10,11,2002,10/11/2002,0,110,Roger Avary,143,675,968,Faye Dunaway,16000,Ian Somerhalder,44339,19928,Clifton Collins Jr.,2,bisexual|college|drug dealer|drugs|student,English,United States,977,6.7,0
The Runaways,NA,10000000,Drama,Music,,,,19.42051,River Road Entertainment,Road Rebel,3,19,2010,3/19/2010,2995811,106,Floria Sigismondi,259,50,741,Scout Taylor-Compton,17000,Kristen Stewart,39260,21711,Johnny Lewis,2,band|box office flop|critically bashed|historically inaccurate|revisionist history,English,United States,908,6.6,0
The Rundown,NA,85000000,Adventure,Action,Comedy,Thriller,,8.304835,Columbia Pictures,Universal Pictures,9,26,2003,9/26/2003,80916492,104,Peter Berg,151,532,557,Rosario Dawson,12000,Dwayne Johnson,82731,16930,Ewen Bremner,1,amazon|bounty hunter|fight|hunter|jungle,English,United States,3000,6.7,0
The Running Man,NA,27000000,Action,Science Fiction,,,,9.389976,Keith Barish Productions,TAFT Entertainment Pictures,11,13,1987,11/13/1987,38122105,101,Paul Michael Glaser,120,343,384,Maria Conchita Alonso,581,Yaphet Kotto,112669,2373,Richard Dawson,1,game of death|government conspiracy|latina|oppression|police,English,United States,571,6.6,0
The Saint,"{'id': 86224, 'name': 'The Saint Collection', 'poster_path': '/3dliYexStkZy6NOAH533Y8oduOj.jpg', 'backdrop_path': None}",68000000,Thriller,Action,Romance,Science Fiction,Adventure,10.97633,Paramount Pictures,Mace Neufeld Productions,4,3,1997,4/3/1997,118063304,116,Phillip Noyce,64,176,84,Michael Byrne,192,Alun Armstrong,52136,475,Velibor Topic,0,cold fusion|disguise|energy|fusion|the saint,English,United States,117,6.2,0
The Santa Clause,"{'id': 53159, 'name': 'The Santa Clause Collection', 'poster_path': '/1h8iA6i2DpPhsHC65nUB2voVnm5.jpg', 'backdrop_path': '/jQiwVHJN1rsS4DqhF7hlYZTYCH.jpg'}",22000000,Fantasy,Drama,Comedy,Family,,9.665424,Walt Disney Pictures,Hollywood Pictures,11,10,1994,11/10/1994,189833357,97,John Pasquin,64,11,595,Eric Lloyd,901,Judge Reinhold,64742,2790,Peter Boyle,0,1990s|christmas|christmas eve|sleigh|surrealism,English,United States,775,6.4,0
The Santa Clause 2,"{'id': 53159, 'name': 'The Santa Clause Collection', 'poster_path': '/1h8iA6i2DpPhsHC65nUB2voVnm5.jpg', 'backdrop_path': '/jQiwVHJN1rsS4DqhF7hlYZTYCH.jpg'}",65000000,Fantasy,Comedy,Family,,,5.205729,Walt Disney Pictures,Outlaw Productions,10,31,2002,10/31/2002,172855065,104,Michael Lembeck,80,54,775,Aisha Tyler,901,Judge Reinhold,34561,5265,Eric Lloyd,0,christmas|magic|santa claus|son|toy,English,United States,857,5.5,1000
The Scarlet Letter,NA,50000000,Drama,History,Romance,,,6.752119,Hollywood Pictures,Cinergi Pictures Entertainment,10,13,1995,10/13/1995,10382407,135,Roland Joffé,34,596,2000,Robert Duvall,10000,Gary Oldman,12037,15820,Demi Moore,1,17th century|adultery|letter|pubic hair|swimming,English,United States,3000,5.1,943
The Score,NA,68000000,Action,Crime,Thriller,,,14.741992,Paramount Pictures,Mandalay Pictures,7,13,2001,7/13/2001,71069884,124,Frank Oz,141,0,580,Marlon Brando,22000,Robert De Niro,101899,32871,Gary Farmer,0,partner|running|scepter|surveillance|thief,English,United States,10000,6.8,0
The Scorpion King,"{'id': 116669, 'name': 'The Scorpion King Collection', 'poster_path': '/qFVW76HRCJFRtTha1vZO1tjYVQ1.jpg', 'backdrop_path': None}",60000000,Action,Fantasy,Adventure,,,9.488117,Universal Pictures,Kalima Productions GmbH & Co. KG,4,16,2002,4/16/2002,165333180,92,Chuck Russell,167,55,416,Roger Rees,12000,Dwayne Johnson,102129,14611,Bernard Hill,4,desert|king|showdown|sorceress|warrior,English,United States,1000,5.5,0
The Sea Inside,NA,12806000,Drama,,,,,14.69768,Canal Plus,Sogecine,9,3,2004,9/3/2004,38535221,125,Alejandro Amenábar,157,448,93,Lola Dueñas,273,Belén Rueda,64556,529,Tamar Novas,1,dignity|euthanasia|freedom|lawyer|sailor,Spanish,Spain,114,8.1,0
The Second Best Exotic Marigold Hotel,"{'id': 306937, 'name': 'Best Exotic Marigold Hotel Collection', 'poster_path': '/8pMHYwfR8K2xR19RilAuVCyEBT.jpg', 'backdrop_path': '/6rJSC6vA9tfEnAh4RN9ne6cInQL.jpg'}",10000000,Drama,Comedy,,,,5.204474,Fox Searchlight Pictures,Participant Media,2,26,2015,2/26/2015,85978266,122,John Madden,158,108,111,Celia Imrie,220,Tina Desai,22369,583,Ronald Pickup,6,sequel,English,United Kingdom,186,6.6,21000
The Secret in Their Eyes,NA,2000000,Crime,Drama,Mystery,Romance,,11.251632,100 Bares,Haddock Films S.R.L.,8,13,2009,8/13/2009,33965843,129,Juan José Campanella,262,195,50,Soledad Villamil,827,Ricardo Darín,131831,1044,Guillermo Francella,0,investigation|justice|murder|suspect|tension,Spanish,Argentina,88,8.2,33000
The Secret Life of Bees,NA,11000000,Adventure,,,,,6.390463,Fox Searchlight Pictures," Company"", ",9,17,2008,9/17/2008,38105395,114,Gina Prince-Bythewood,109,107,549,Alicia Keys,664,Nate Parker,19440,3376,Jennifer Hudson,5,beekeeping|insect in title|racism|sister|south carolina,English,United States,551,7.3,0
The Secret Life of Pets,"{'id': 427084, 'name': 'The Secret Life of Pets Collection', 'poster_path': '/aDNbXvuRiuYxk8qCwXNQQ7UEHau.jpg', 'backdrop_path': None}",75000000,Animation,Family,,,,11.01395,Universal Pictures,Fuji Television Network,6,18,2016,6/18/2016,875457937,87,Yarrow Cheney,165,11,745,Eric Stonestreet,1000,Steve Coogan,24407,4782,Albert Brooks,0,animal control|lost animal|mongrel|pet|terrier,English,Japan,904,6.8,36000
The Secret Life of Walter Mitty,NA,90000000,Adventure,Comedy,Drama,Fantasy,,8.684892,New Line Cinema,Ingenious Media,12,18,2013,12/18/2013,188133322,114,Ben Stiller,362,0,423,Adrian Martinez,3000,Adam Scott,236421,5095,Joey Slotnick,1,daydream|life magazine|magazine|photographer|snow leopard,English,United States,806,7.3,70000
The Sentinel,NA,60000000,Action,Thriller,Crime,,,12.915358,Twentieth Century Fox Film Corporation,Dune Entertainment,4,19,2006,4/19/2006,77920346,108,Clark Johnson,161,69,206,David Rasche,310,Blair Brown,42144,1352,Martin Donovan,0,first lady|framed|investigation|president|secret service,English,United States,219,6.1,690
The Sentinel,NA,0,Horror,Drama,Mystery,,,3.811799,Universal Pictures,,1,7,1977,1/7/1977,3,92,Clark Johnson,161,69,206,David Rasche,310,Blair Brown,42144,1352,Martin Donovan,0,first lady|framed|investigation|president|secret service,English,United States,219,6.1,690
The Sessions,NA,1000000,Drama,Romance,Comedy,,,5.760319,Rhino Films,Such Much Films,5,2,2012,5/2/2012,9138338,98,Ben Lewin,337,20,365,Adam Arkin,422,W. Earl Brown,36381,1899,Rhea Perlman,3,falling in love|iron lung|priest|sex surrogate|therapist,English,United States,374,7.2,11000
The Shadow,"{'id': 105075, 'name': 'The Shadow Collection', 'poster_path': '/s3ymS1GDfSYmMKmIdCBMc0fbVni.jpg', 'backdrop_path': '/ntIfzZNGz2aHRumYM7P8vqLJv6W.jpg'}",25000000,Adventure,Fantasy,Action,Thriller,Science Fiction,7.881107,Universal Pictures,,7,1,1994,7/1/1994,48063435,108,Russell Mulcahy,70,85,510,Peter Boyle,924,Jonathan Winters,18723,2711,John Kapelos,0,1930s|bomb|city|invisibility|the shadow,English,United States,595,6,0
The Shaggy Dog,NA,50000000,Comedy,Family,,,,4.878907,Walt Disney Pictures,Mandeville Films,3,9,2006,3/9/2006,61112916,98,Brian Robbins,76,48,722,Joel David Moore,21000,Robert Downey Jr.,14888,24664,Kristin Davis,0,animal as human|dog movie|elevator|human becoming an animal|sheepdog,English,United States,936,4.4,747
The Shallows,NA,17000000,Horror,Drama,Thriller,,,13.689175,Columbia Pictures,Ombra Films,6,24,2016,6/24/2016,119100758,86,Jaume Collet-Serra,186,174,2,Brett Cullen,619,Óscar Jaenada,12983,971,Sedona Legge,0,beach|island|mexico|prey|trapped,English,United States,350,6.8,0
The Shawshank Redemption,NA,25000000,Drama,Crime,,,,51.645403,Castle Rock Entertainment,Warner Bros.,9,23,1994,9/23/1994,28341469,142,Frank Darabont,199,0,461,Jeffrey DeMunn,11000,Morgan Freeman,1689764,13495,Bob Gunton,0,escape from prison|first person narration|prison|prison cell search|wrongful imprisonment,English,United States,745,9.3,108000
The Shining,NA,19000000,Horror,Thriller,,,,19.611589,Hawk Films,Warner Bros.,5,22,1980,5/22/1980,44017374,144,Stanley Kubrick,253,0,413,Shelley Duvall,888,Scatman Crothers,610333,2560,Joe Turkel,0,breaking down a door|haunted hotel|identical twins|labyrinth|twin sisters,English,United States,629,8.4,37000
The Siege,NA,70000000,Drama,Action,Thriller,Crime,,9.019114,Twentieth Century Fox Film Corporation,Lynda Obst Productions,11,6,1998,11/6/1998,116672912,116,Edward Zwick,120,380,774,Bruce Willis,18000,Denzel Washington,58023,32563,Mark Valley,0,abduction|martial law|military|new york city|terrorist,English,United States,13000,6.3,0
The Signal,NA,4000000,Thriller,Science Fiction,,,,8.536786,Automatik Entertainment,Low Spark Films,3,15,2014,3/15/2014,600896,95,William Eubank,161,18,236,Olivia Cooke,852,Lin Shaye,48236,1922,Beau Knapp,0,computer hacker|girlfriend in a coma|nosebleed|prosthetic leg|road trip,English,United States,680,6.1,10000
The Signal,NA,50000,Action,Thriller,Horror,Science Fiction,,11.329733,,,2,22,2007,2/22/2007,249905,103,William Eubank,161,18,236,Olivia Cooke,852,Lin Shaye,48236,1922,Beau Knapp,0,computer hacker|girlfriend in a coma|nosebleed|prosthetic leg|road trip,English,United States,680,6.1,10000
